P0_rho,P1_dx,P2_dy,P3_dz,P4_Fx,P5_Fy,P6_Fz,P7_def_truth,P8_strain_truth,P9_compressive_strength_truth,P7_def_meas,P8_strain_meas,P9_compressive_strength_meas
2505.5736809082323,146.26750953003736,149.993489657393,150.17069464294465,840507.5707528646,100.35385303530285,87.04616822561592,0.18203200340034895,0.0012121672862548832,42.76569087047876,0.18667172110930447,0.0012477468976341013,42.86796451688585
2417.1326381969543,151.12224228862462,150.73056893030275,150.46709356636327,896995.1982725613,69.17972638617144,50.13105624649614,0.1968186576145828,0.001308051168860893,40.181592963596174,0.19514344117316343,0.001295398102458459,40.60932998985004
2346.6187171297565,149.12228758173615,149.94149608537134,149.83682666165475,821695.9066225225,72.92551480188538,80.11670936801096,0.19927853156215614,0.001329970315055759,34.822478935909,0.20338825633729096,0.0013047707308248692,34.570172176397385
2341.737949174568,153.51225701983932,149.54494732206314,152.84628018011983,863644.5319153684,48.6976058020338,-17.38095826442391,0.2064121309523755,0.0013504557043137173,35.46396926127296,0.2044542708274979,0.0013600587330579712,34.77587779571822
2409.9972249568236,149.22872529777084,151.3419638834754,149.4681964834127,678481.59284917,26.189814111608754,33.17645475014758,0.17164310984625514,0.0011483587404180883,30.4291218316132,0.16301759605116026,0.001129178782950142,30.639800019737088
2486.6876044063624,151.2522714119001,148.67736079220066,149.7143188684901,847307.3116047544,90.65551582404778,107.7081291494245,0.18236028141778615,0.0012180550450753642,41.27161349751512,0.18201813783671353,0.0011963370392802522,40.02453241746532
2433.866137309808,152.67313527001272,149.48181277393414,148.78399629358023,798682.9204646874,92.48327323401087,12.440918127373415,0.18128964925145988,0.0012184754662305183,36.33096477207415,0.18378203146770603,0.0012315783561761878,36.35999511358969
2331.7474327872055,149.04920829193014,151.00223465690107,148.65449578490896,826205.5168171367,45.503949878140425,112.70878675147293,0.19977671454462184,0.0013438995806334885,34.2359035214162,0.1921553768231994,0.0013928916637586577,34.88777438269053
2417.002497627455,148.60229910685257,148.5510672844047,148.64283187286685,859396.6110772375,143.82333568710027,75.82326387413389,0.19334552893537013,0.0013007390030131906,39.71757304098876,0.20004604279033908,0.0013375551310038866,40.688904703276826
2402.327560336062,152.5863253592868,148.28581070062748,151.67579993832996,772422.2301789676,104.5400505258298,-2.820252063947713,0.1867039175785172,0.0012309407146982535,34.30264281838055,0.18631818732424416,0.0012447753469876928,33.24590932253128
2375.28660854094,150.49134506737911,150.24248948023092,149.0750373784209,606097.9677440384,26.354938287499582,59.122028467258666,0.1658205479673945,0.0011123294072800788,26.18430308571318,0.16245756789055654,0.0010958311166576792,25.834880945339936
2376.0144831460557,151.95936877289694,151.90219768533197,150.98231531123042,760666.2063849447,55.69326168962766,108.85373976168042,0.18610887188984848,0.0012326534502150746,32.2126835370091,0.19224829855656508,0.001188159294061179,32.127682371653364
2513.298760797215,150.7013247611454,149.99245691765233,150.06158289244212,690114.0848022115,-18.305299257479973,-2.3623520580225232,0.16150996673579351,0.0010762912373885668,34.34581749758254,0.16097051963325648,0.0010638844998108444,35.34684808281276
2360.8673266567557,150.52361696846276,148.82687489346682,148.58907160570905,836832.5489511901,104.1122440665862,46.33086044152556,0.197172561666844,0.0013269654324919295,35.93665642503409,0.20749154738859776,0.001351430603828864,33.747020585644584
2362.836117197916,146.73083241568,149.52959351987147,149.01746918868167,789236.6900966079,48.95042554362471,94.4111604663527,0.19376478072008058,0.0013002823210931137,34.6776198001047,0.18564780196438305,0.0012539971872959528,35.34076982360542
2438.190673113671,151.47709973132592,148.73231749646658,146.50706404548686,809169.0258241193,7.057826081500494,131.15363202445712,0.18029125099131083,0.0012305976654841354,37.45065987888857,0.18756331522465206,0.001283963680050336,36.21717423135996
2372.455983645843,149.7502233139607,150.0489952695149,150.58875186407582,683252.0250546802,42.34247805929099,39.2811275663623,0.17876773404202456,0.0011871254116202757,29.613696144636457,0.17761885426681043,0.0011995906703963454,30.569331203146994
2408.800649998816,150.61306265996478,149.01270289736377,152.50578077954407,749497.0015562327,32.43806746388259,11.463590700318036,0.18480533122367754,0.0012117923024231084,33.78399948403165,0.1785292763174267,0.001155964729216966,33.72485338967352
2423.2153833484867,148.43001243846732,148.52961565272878,150.6817835069433,1074845.9114029722,60.19606772298988,93.49674857185349,0.21835898583436078,0.0014491399076405208,50.061703288437755,0.21275998271123361,0.0015260635640454213,48.50994236084413
2402.186587024902,150.27609347184193,150.4859438537392,150.516650402147,756592.7684531293,1.1899536321975859,56.55369090393852,0.1834333427761727,0.00121869136926765,33.61340122163426,0.19062708408714146,0.001283133996387971,32.82381251331241
